Order,Ticker,Type,Discreet?,YearMonthDayUTC,Address,State,Zip,Zip4,Cars,Notes,UTC,Time_Date,Time,Month,Day,Year,Spaces,Population,Male_Population,Female_Population,Population_Density,5_Year_Projected_Population_Growth,Average_ Family_Size,Family_Households,Households,Age_Below_18,Age_18_Plus,Age_65_Plus,Associate_Degree,Bachelors_Degree,High_Schl_ Grad,PPHouseholds_1,PPHouseholds_2,MT2PPHousehold_2Plus,Per_Capita_Income,Median_Disposable_Household_Income,PCTWhitePop,PCTAIANPop,PCTAPop,PCTBPop,PCTHPIPop,PCTHisPop,PCTMultiracePop,PCTOtherRacePop,PCTMinority,PCTNo_Vehicle,PCT_1_Vehicle,PCT_2_Vehicles,PCTMore_2_Vehicles,PCTCivilian_Unemp,Slot 1,Slot 2,Slot 3,Slot 4,Slot 5,Slot 6,Category,PrePost,DOW,Shifted Month,WMT-Q,Week End,Unique Location,Unique Location & Year,Duplicate?,Year Repeat?,Same Store in Two Years?,Region,Sub Region,Create Year
1226,CMG,CMG_1731,,14DEC30192746,401 NE Northgate Way Seattle,WA,98125,,15,12/30/2014,,12/30/2014 11:27,11:27,12,30,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,3,0,0,0,3,Pre,3,12,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA12,CMG401 NE NORTHGATE WAY SEATTLEWA122014,0,0,0,West,Pacific,2015
43,CMG,CMG_1731,,13FEB08191316,401 NE Northgate Way Seattle,WA,98125,,13,2/8/2013,,2/8/2013 11:13,11:13,2,8,2013,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,3,0,0,0,3,Pre,6,2,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA2,CMG401 NE NORTHGATE WAY SEATTLEWA22013,0,0,0,West,Pacific,2014
77,CMG,CMG_1731,,14FEB05192819,401 NE Northgate Way Seattle,WA,98125,,18,2/5/2014,,2/5/2014 11:28,11:28,2,5,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,3,0,0,0,3,Pre,4,2,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA2,CMG401 NE NORTHGATE WAY SEATTLEWA22014,0,0,0,West,Pacific,2014
1383,CMG,CMG_1731,,14FEB05192819,401 NE Northgate Way Seattle,WA,98125,,13,2/5/2014,,2/5/2014 11:28,11:28,2,5,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,3,0,0,0,3,Pre,4,2,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA2,CMG401 NE NORTHGATE WAY SEATTLEWA22014,0,0,0,West,Pacific,2015
1440,CMG,CMG_1731,,13JUL13195121,401 NE Northgate Way Seattle,WA,98125,,18,7/13/2013,,7/13/2013 12:51,12:51,7,13,2013,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,0,6,6,Post,7,7,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72013,0,0,0,West,Pacific,2014
1441,CMG,CMG_1731,,13JUL14191251,401 NE Northgate Way Seattle,WA,98125,,22,7/14/2013,,7/14/2013 12:12,12:12,7,14,2013,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,1,7,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72013,0,0,0,West,Pacific,2014
1442,CMG,CMG_1731,,14JUL13191359,401 NE Northgate Way Seattle,WA,98125,,15,7/13/2014,,7/13/2014 12:13,12:13,7,13,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,1,7,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72014,0,0,0,West,Pacific,2014
1443,CMG,CMG_1731,,14JUL14190542,401 NE Northgate Way Seattle,WA,98125,,18,7/14/2014,,7/14/2014 12:05,12:05,7,14,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,2,7,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72014,0,0,0,West,Pacific,2014
1444,CMG,CMG_1731,,14JUL26191307,401 NE Northgate Way Seattle,WA,98125,,17,7/26/2014,,7/26/2014 12:13,12:13,7,26,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,7,7,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72014,0,0,0,West,Pacific,2014
1445,CMG,CMG_1731,,14JUL31192447,401 NE Northgate Way Seattle,WA,98125,,15,7/31/2014,,7/31/2014 12:24,12:24,7,31,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,5,7,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72014,0,0,0,West,Pacific,2014
1494,CMG,CMG_1731,,14JUL04190214,401 NE Northgate Way Seattle,WA,98125,,19,7/4/2014,,7/4/2014 12:02,12:02,7,4,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,6,7,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72014,0,0,0,West,Pacific,2015
1495,CMG,CMG_1731,,14JUL26192420,401 NE Northgate Way Seattle,WA,98125,,23,7/26/2014,,7/26/2014 12:24,12:24,7,26,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,7,7,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72014,0,0,0,West,Pacific,2015
1496,CMG,CMG_1731,,15JUL18191704,401 NE Northgate Way Seattle,WA,98125,,21,7/18/2015,,7/18/2015 12:17,12:17,7,18,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,7,7,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72015,0,0,0,West,Pacific,2015
1497,CMG,CMG_1731,,15JUL23192532,401 NE Northgate Way Seattle,WA,98125,,20,7/23/2015,,7/23/2015 12:25,12:25,7,23,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,5,7,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA7,CMG401 NE NORTHGATE WAY SEATTLEWA72015,0,0,0,West,Pacific,2015
1364,CMG,CMG_1731,,13JUN05191318,401 NE Northgate Way Seattle,WA,98125,,19,6/5/2013,,6/5/2013 12:13,12:13,6,5,2013,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62013,0,0,0,West,Pacific,2014
1365,CMG,CMG_1731,,14JUN02192838,401 NE Northgate Way Seattle,WA,98125,,17,6/2/2014,,6/2/2014 12:28,12:28,6,2,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,2,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62014,0,0,0,West,Pacific,2014
1395,CMG,CMG_1731,,14JUN11190936,401 NE Northgate Way Seattle,WA,98125,,17,6/11/2014,,6/11/2014 12:09,12:09,6,11,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62014,0,0,0,West,Pacific,2015
1396,CMG,CMG_1731,,14JUN30191506,401 NE Northgate Way Seattle,WA,98125,,16,6/30/2014,,6/30/2014 12:15,12:15,6,30,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,2,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62014,0,0,0,West,Pacific,2015
1397,CMG,CMG_1731,,15JUN08192420,401 NE Northgate Way Seattle,WA,98125,,20,6/8/2015,,6/8/2015 12:24,12:24,6,8,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,2,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62015,0,0,0,West,Pacific,2015
1398,CMG,CMG_1731,,15JUN09191707,401 NE Northgate Way Seattle,WA,98125,,22,6/9/2015,,6/9/2015 12:17,12:17,6,9,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,3,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62015,0,0,0,West,Pacific,2015
1399,CMG,CMG_1731,,15JUN17190606,401 NE Northgate Way Seattle,WA,98125,,21,6/17/2015,,6/17/2015 12:06,12:06,6,17,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,6,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62015,0,0,0,West,Pacific,2015
1400,CMG,CMG_1731,,15JUN20190237,401 NE Northgate Way Seattle,WA,98125,,21,6/20/2015,,6/20/2015 12:02,12:02,6,20,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,7,6,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA6,CMG401 NE NORTHGATE WAY SEATTLEWA62015,0,0,0,West,Pacific,2015
2510,CMG,CMG_1731,,14MAR24191638,401 NE Northgate Way Seattle,WA,98125,,19,3/24/2014,,3/24/2014 12:16,12:16,3,24,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,2,3,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA3,CMG401 NE NORTHGATE WAY SEATTLEWA32014,0,0,0,West,Pacific,2014
1733,CMG,CMG_1731,,14MAR11191640,401 NE Northgate Way Seattle,WA,98125,,17,3/11/2014,,3/11/2014 12:16,12:16,3,11,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,3,3,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA3,CMG401 NE NORTHGATE WAY SEATTLEWA32014,0,0,0,West,Pacific,2015
1734,CMG,CMG_1731,,14MAR12190907,401 NE Northgate Way Seattle,WA,98125,,14,3/12/2014,,3/12/2014 12:09,12:09,3,12,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,3,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA3,CMG401 NE NORTHGATE WAY SEATTLEWA32014,0,0,0,West,Pacific,2015
1735,CMG,CMG_1731,,14MAR23192441,401 NE Northgate Way Seattle,WA,98125,,22,3/23/2014,,3/23/2014 12:24,12:24,3,23,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,1,3,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA3,CMG401 NE NORTHGATE WAY SEATTLEWA32014,0,0,0,West,Pacific,2015
1736,CMG,CMG_1731,,14MAR24191638,401 NE Northgate Way Seattle,WA,98125,,20,3/24/2014,,3/24/2014 12:16,12:16,3,24,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,2,3,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA3,CMG401 NE NORTHGATE WAY SEATTLEWA32014,0,0,0,West,Pacific,2015
1339,CMG,CMG_1731,,13MAY10191414,401 NE Northgate Way Seattle,WA,98125,,18,5/10/2013,,5/10/2013 12:14,12:14,5,10,2013,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,6,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52013,0,0,0,West,Pacific,2014
1340,CMG,CMG_1731,,13MAY16191611,401 NE Northgate Way Seattle,WA,98125,,22,5/16/2013,,5/16/2013 12:16,12:16,5,16,2013,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,5,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52013,0,0,0,West,Pacific,2014
1341,CMG,CMG_1731,,14MAY07192814,401 NE Northgate Way Seattle,WA,98125,,22,5/7/2014,,5/7/2014 12:28,12:28,5,7,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52014,0,0,0,West,Pacific,2014
1342,CMG,CMG_1731,,14MAY14192419,401 NE Northgate Way Seattle,WA,98125,,20,5/14/2014,,5/14/2014 12:24,12:24,5,14,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52014,0,0,0,West,Pacific,2014
1343,CMG,CMG_1731,,14MAY22191310,401 NE Northgate Way Seattle,WA,98125,,24,5/22/2014,,5/22/2014 12:13,12:13,5,22,2014,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,5,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52014,0,0,0,West,Pacific,2014
1468,CMG,CMG_1731,,15MAY02190950,401 NE Northgate Way Seattle,WA,98125,,21,5/2/2015,,5/2/2015 12:09,12:09,5,2,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,7,5,0,1,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52015,0,0,0,West,Pacific,2015
1469,CMG,CMG_1731,,15MAY19192835,401 NE Northgate Way Seattle,WA,98125,,20,5/19/2015,,5/19/2015 12:28,12:28,5,19,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,3,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52015,0,0,0,West,Pacific,2015
1470,CMG,CMG_1731,,15MAY20192041,401 NE Northgate Way Seattle,WA,98125,,18,5/20/2015,,5/20/2015 12:20,12:20,5,20,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,4,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52015,0,0,0,West,Pacific,2015
1471,CMG,CMG_1731,,15MAY21191407,401 NE Northgate Way Seattle,WA,98125,,21,5/21/2015,,5/21/2015 12:14,12:14,5,21,2015,30,36856,0.4903,0.5097,6865.56,0.086000003,2.95,8220,16660,0.1681,0.8319,0.1506,0.0804,0.273,0.1833,0.3887,0.3177,0.2936,31975,44503,0.6813,0.0043,0.1821,0.0579,0.0041,0.0848,0.0461,0.0241,0.3187,0.1046,0.4125,0.3327,0.1502,0.0831,0,0,0,0,5,0,5,Post,5,5,0,0,CMG401 NE NORTHGATE WAY SEATTLEWA5,CMG401 NE NORTHGATE WAY SEATTLEWA52015,0,0,0,West,Pacific,2015
919,CMG,CMG_1376,,14APR13191318,4229 University Way NE Seattle,WA,98105,,6,4/13/2014,,4/13/2014 12:13,12:13,4,13,2014,10,39756,0.5128,0.4872,12017.92,0.0656,2.8,5830,16469,0.1218,0.8782,0.0885,0.0571,0.3593,0.076,0.4517,0.289,0.2593,34649,41121,0.7534,0.0034,0.1616,0.0295,0.0033,0.0544,0.0382,0.0106,0.2466,0.1895,0.4125,0.2715,0.1265,0.1148,0,0,0,0,5,0,5,Post,1,4,0,1,CMG4229 UNIVERSITY WAY NE SEATTLEWA4,CMG4229 UNIVERSITY WAY NE SEATTLEWA42014,0,0,0,West,Pacific,2015
920,CMG,CMG_1376,,14APR14190524,4229 University Way NE Seattle,WA,98105,,7,4/14/2014,,4/14/2014 12:05,12:05,4,14,2014,10,39756,0.5128,0.4872,12017.92,0.0656,2.8,5830,16469,0.1218,0.8782,0.0885,0.0571,0.3593,0.076,0.4517,0.289,0.2593,34649,41121,0.7534,0.0034,0.1616,0.0295,0.0033,0.0544,0.0382,0.0106,0.2466,0.1895,0.4125,0.2715,0.1265,0.1148,0,0,0,0,5,0,5,Post,2,4,0,0,CMG4229 UNIVERSITY WAY NE SEATTLEWA4,CMG4229 UNIVERSITY WAY NE SEATTLEWA42014,0,0,0,West,Pacific,2015
921,CMG,CMG_1376,,14APR18192415,4229 University Way NE Seattle,WA,98105,,8,4/18/2014,,4/18/2014 12:24,12:24,4,18,2014,10,39756,0.5128,0.4872,12017.92,0.0656,2.8,5830,16469,0.1218,0.8782,0.0885,0.0571,0.3593,0.076,0.4517,0.289,0.2593,34649,41121,0.7534,0.0034,0.1616,0.0295,0.0033,0.0544,0.0382,0.0106,0.2466,0.1895,0.4125,0.2715,0.1265,0.1148,0,0,0,0,5,0,5,Post,6,4,0,0,CMG4229 UNIVERSITY WAY NE SEATTLEWA4,CMG4229 UNIVERSITY WAY NE SEATTLEWA42014,0,0,0,West,Pacific,2015
922,CMG,CMG_1376,,14APR26191251,4229 University Way NE Seattle,WA,98105,,4,4/26/2014,,4/26/2014 12:12,12:12,4,26,2014,10,39756,0.5128,0.4872,12017.92,0.0656,2.8,5830,16469,0.1218,0.8782,0.0885,0.0571,0.3593,0.076,0.4517,0.289,0.2593,34649,41121,0.7534,0.0034,0.1616,0.0295,0.0033,0.0544,0.0382,0.0106,0.2466,0.1895,0.4125,0.2715,0.1265,0.1148,0,0,0,0,5,0,5,Post,7,4,0,1,CMG4229 UNIVERSITY WAY NE SEATTLEWA4,CMG4229 UNIVERSITY WAY NE SEATTLEWA42014,0,0,0,West,Pacific,2015
923,CMG,CMG_1376,,14APR27190525,4229 University Way NE Seattle,WA,98105,,7,4/27/2014,,4/27/2014 12:05,12:05,4,27,2014,10,39756,0.5128,0.4872,12017.92,0.0656,2.8,5830,16469,0.1218,0.8782,0.0885,0.0571,0.3593,0.076,0.4517,0.289,0.2593,34649,41121,0.7534,0.0034,0.1616,0.0295,0.0033,0.0544,0.0382,0.0106,0.2466,0.1895,0.4125,0.2715,0.1265,0.1148,0,0,0,0,5,0,5,Post,1,4,0,1,CMG4229 UNIVERSITY WAY NE SEATTLEWA4,CMG4229 UNIVERSITY WAY NE SEATTLEWA42014,0,0,0,West,Pacific,2015
